comp_name,comp_type,comp_headq,how_old,comp_no_emp,comp_review,open_jobs,comp_services,comp_logo,comp_description
Bajaj Finance,Private,"Pune,Maharashtra + 645 more",10k-50k Employees (India),36 years old,(4.7k Reviews),309,"['Financial Services', 'NBFC', 'Pune,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2JhamFqLWZhaW5hbmNlLmpwZw.webp,"Bajaj Finance Limited is the most diversified NBFC in the country, financing the widest set of outcomes. Our entire portfolio is designed to enable you to take control of your aspirations which could be as varied as improving your lifestyle, buying new motorcycle or household goods, or indulging in that much deserved family holiday; whatever be your plan, we have the capability to support it.

The Auto Finance division, Bajaj Auto Finance, has been in operations since 1987 and has served more than 30 lakh customers across India. We offer our customers vehicle loans for the purchase of their favorite Bajaj bikes from amongst all the variants namely Pulsar, Avenger, Discover, Platina and the latest V besides KTM bikes. We also provide easy and attractive financing schemes for a wide range of Bajaj RE three wheelers.

Bajaj Finance has modern infrastructure facilities with state-of- art technology which includes automated cheque handling facilities, and computerized loan accounting with on-line customer data to handle customer transactions and requests efficiently. At Bajaj Auto Finance, we believe in offering the best and quickest services to our customers while providing the finest infrastructure facilities such as automated cheque handling, computerized loan accounting and instant eKYC etc."

KPMG,Partnership,Bengaluru/Bangalore + 64 more,10k-50k Employees (India),36 years old,(4.2k Reviews),224,"['Consulting', 'Analytics & KPO']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2twbWcuanBn.webp,"By helping other organizations mitigate risks and grasp opportunities, we can drive positive, sustainable change for clients, our people, and society at large.

KPMG firms operate in 144 countries and territories, and in FY21, collectively employed more than 236,000 people, serving the needs of businesses, governments, public-sector agencies, not-for-profits, and through KPMG firms' audit and assurance practices, the capital markets. KPMG is committed to quality and service excellence in all that we do, bringing our best to clients and earning the public's trust through our actions and behaviors both professionally and personally.

We lead with a commitment to quality and integrity across the KPMG global organization, bringing a passion for client success and a purpose to serve and improve the communities in which KPMG firms operate. In a world where rapid change and unprecedented disruption are the new normal, we inspire confidence and empower change in all we do."

Paytm,Public,Noida + 246 more,10k-50k Employees (India),13 years old,(4.7k Reviews),562,"['FinTech', 'Fortune India 500', 'Graduated Unicorn', 'Public', 'Noida']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL3BheXRtLmpwZw.webp,"Paytm is India's largest leading payment gateway that offers comprehensive payment services for customer and merchants. We offer mobile payment solutions to over 7 million merchants and allow consumers to make seamless mobile payments from Cards, Bank Accounts and Digital Credit among others. We pioneered and are the leader of QR based mobile payments in India. With the launch of Paytm Payments Bank, we aim to bring banking and financial services to half-a-billion un-served and under-served Indians. Our investors include Softbank, SAIF Partners, Alibaba Group and Ant Financial. We strive to maintain an open culture where everyone is a hands-on contributor and feels comfortable sharing ideas and opinions. Our team spends hours, designing each new feature and obsesses about the smallest of details."

Mindtree,Public,"Bangalore/Bengaluru,Karnataka + 26 more",10k-50k Employees (India),24 years old,(4k Reviews),370,"['BPO/KPO', 'IT Services & Consulting', 'Public', 'Bangalore/Bengaluru,Karnataka']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL21pbmR0cmVlLmpwZw.webp,"Mindtree is a global technology consulting and services company that enables enterprises across industries to drive superior competitive advantage, customer experiences, and business outcomes by harnessing digital and cloud technologies. 

A digital transformation partner to more than 260 of the world�s most pioneering enterprises, Mindtree brings extensive domain, technology, and consulting expertise to help reimagine business models, accelerate innovation and maximize growth. As a socially and environmentally responsible business, Mindtree is focused on growth as well as sustainability in building long-term stakeholder value. 

Powered by more than 32,000 talented and entrepreneurial professionals across 24 countries, Mindtree � a Larsen & Toubro Group company � is consistently recognized among the best places to work"

JSW Steel,Public,"Mumbai,Maharashtra + 101 more",10k-50k Employees (India),41 years old,(3.6k Reviews),92,"['Iron & Steel', 'Metals & Mining', 'Engineering & Construction', 'Conglomerate', 'Forbes Global 2000', 'Fortune India 500', 'Public', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2pzdy1zdGVlbC5qcGc.webp,"JSW Steel has always been at the forefront of research and innovation. It has a strategic collaboration with global leader JFE Steel of Japan, enabling JSW to access new and state-of-the-art technologies to produce & offer high-value special steel products to its customers.  

These products are extensively used across industries and applications including construction, infrastructure, automobile, electrical applications, appliances, etc.  JSW Steel is widely recognized for its excellence in business and sustainability practices.

Some of these recognitions include World Steel Association�s Steel Sustainability Champion (consecutively 2019 to 2021), Leadership Rating (A-) in CDP (2020), Deming Prize for TQM for its facilities at Vijayanagar (2018) and Salem (2019). It is part of the Dow Jones Sustainability Index (DJSI) for Emerging Markets (2021) and S&P Global�s Sustainability Yearbook (consecutively for 2020 and 2021). 

JSW Steel is the only Indian company to be ranked among the top 15 global steel producers by World Steel Dynamics for 13 consecutive years since 2008. As a responsible corporate citizen, JSW Steel�s carbon reduction goals are aligned with India�s Climate Change commitments under the Paris Accord."

eClerx,Public,"Mumbai,Maharashtra + 14 more",10k-50k Employees (India),23 years old,(3.3k Reviews),68,"['IT Services & Consulting', 'Public', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2VjbGVyeC5qcGc.webp,"eClerx provides business process management, automation and analytics services to a number of Fortune 2000 enterprises, including some of the world's leading financial services, communications, retail, fashion, media & entertainment, manufacturing, travel & leisure, and technology companies. 

Incorporated in 2000, eClerx is today traded on both the Bombay and National Stock Exchanges of India. 

The firm employs 16,000+ people across Australia, Canada, Germany, India, Italy, Netherlands, Philippines, Singapore, Thailand, UK, and the USA."

First Source,Public,"Mumbai,Maharashtra + 46 more",10k-50k Employees (India),22 years old,(3.3k Reviews),117,"['BPO/KPO', 'BPO', 'Public', 'Mumbai,Maharashtra']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2ZpcnN0LXNvdXJjZS5qcGc.webp,"Firstsource is purpose-led and people-first. We create value for our global clients by elevating their customers� experience at every interaction, be it a call, click, tap, message, or chat.

Delivering a great experience to clients starts on the inside � by connecting every Firstsourcer to the role�s purpose. We upskill our people in new-age technologies and focus on supporting their physical, financial, and mental well-being.

The result? Everyone aligned to our �Digital First, Digital Now� strategy, our north star, where we pair technology and human touch. Our work focuses on simplifying complex business processes to help our global clients be more efficient, save money and execute brilliantly."

Nokia,Private,"Espoo,Southern Finland + 169 more",10k-50k Employees (India),158 years old,(4.7k Reviews),24,"['Manufacturing', 'Electronics', 'Hardware & Networking', 'Forbes Global 2000']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL25va2lhLmpwZw.webp,"At Nokia, we create technology that helps the world act together.

As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs.

Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world.

Nokia is creating the critical networks and technologies to bring together the world�s intelligence, across businesses, cities, supply chains, and societies. But what can you expect to experience in your day-to-day work at Nokia? Learn more about the unique elements of our culture that you will feel and experience when you choose a career at Nokia."

Hewlett-Packard ...,Private,"Houston,Texas + 85 more",5k-10k Employees (India),8 years old,(3.6k Reviews),64,"['Internet', 'IT Services & Consulting', 'Software Product', 'Conglomerate', 'Forbes Global 2000']",https://static.ambitionbox.com/assets/v2/images/rs:fit:200:200:false:false/bG9jYWw6Ly8vbG9nb3Mvb3JpZ2luYWxzL2hld2xldHQtcGFja2FyZC5qcGc.webp,"HPE is a global, edge-to-cloud Platform-as-a-Service company built to transform your business. How? By helping you connect, protect, analyze, and act on all your data and applications wherever they live, from edge to cloud, so you can turn insights into outcomes at the speed required to thrive in today�s complex world.

At HPE, we�re ushering in a new era: the Age of Insight, where we make all your data work for you, wherever it lives. This era will lead to services and products we can�t yet imagine, and it will generate discoveries that elevate the greater well-being of every human on this planet.

Explore Hewlett Packard Enterprise communities to discuss, share and collaborate with HPE experts, customers and other partners. Find the latest HPE blogs, get advice, and join discussions."
